task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
153	ed/3cca9f	2388348	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_COMBINED (NA12814_M)	COMPLETED	0	2026-09-05 12:31:15.159	2m 34s	2m 33s	107.3%	3.6 GB	4.9 GB	7.1 GB	1.6 GB
174	d9/ca1ffe	2403427	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (NA12775_M)	COMPLETED	0	2026-09-05 12:33:02.493	59.8s	59.4s	159.7%	8.6 MB	221.5 MB	6.8 GB	258.3 KB
151	83/1fba26	2392789	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (NA12814_M)	COMPLETED	0	2026-09-05 12:31:53.403	2m 33s	2m 32s	178.9%	1.5 GB	1.7 GB	9.8 GB	1.3 GB
154	14/12814e	2409791	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_BAM_SALMON	COMPLETED	0	2026-09-05 12:34:26.622	11.7s	11.1s	362.6%	798 MB	1.7 GB	84.9 MB	3.7 MB
170	db/38e935	2394236	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_COMBINED (NA12775_M)	COMPLETED	0	2026-09-05 12:32:06.639	2m 39s	2m 39s	107.2%	3.5 GB	4.9 GB	7.5 GB	1.5 GB
156	73/2f58ec	2413339	NFCORE_RNASEQ:RNASEQ:QUANTIFY_BAM_SALMON:QUANT_TXIMPORT_SUMMARIZEDEXPERIMENT:SE_TRANSCRIPT_UNIFIED (all_samples)	COMPLETED	0	2026-09-05 12:34:38.360	1m 9s	1m 9s	101.4%	1.1 GB	2 GB	151.6 MB	27.9 MB
155	d9/40a3fb	2432138	NFCORE_RNASEQ:RNASEQ:QUANTIFY_BAM_SALMON:QUANT_TXIMPORT_SUMMARIZEDEXPERIMENT:SE_GENE_UNIFIED (all_samples)	COMPLETED	0	2026-09-05 12:35:47.740	17.1s	16.5s	106.0%	817.2 MB	1.7 GB	81.2 MB	11 MB
167	b0/e84077	2445404	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (NA12814_M)	COMPLETED	0	2026-09-05 12:36:04.807	2m 55s	2m 55s	101.3%	47 MB	887.4 MB	6.3 GB	1.2 KB
161	28/68602b	2394183	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:DUPRADAR (NA12814_M)	COMPLETED	0	2026-09-05 12:32:06.628	7m 20s	7m 20s	105.7%	738.8 MB	2 GB	52.3 GB	11.4 GB
176	5b/39737d	2400721	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:DUPRADAR (NA12775_M)	COMPLETED	0	2026-09-05 12:32:42.121	7m 24s	7m 23s	103.1%	723.4 MB	1.9 GB	53.9 GB	11.1 GB
169	be/84f480	2450120	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:SUBREAD_FEATURECOUNTS (NA12814_M)	COMPLETED	0	2026-09-05 12:39:00.091	1m 18s	1m 18s	164.2%	477.5 MB	1.4 GB	9.4 GB	90.8 MB
160	e3/2a11c1	2454621	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:SAMTOOLS_SORT_QUALIMAP (NA12814_M)	COMPLETED	0	2026-09-05 12:40:06.011	1m 47s	1m 46s	520.5%	5.3 GB	6.6 GB	21 GB	22.6 GB
165	ee/cfb525	2458940	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (NA12814_M)	COMPLETED	0	2026-09-05 12:41:52.758	37.7s	37.2s	109.0%	1.4 GB	2.3 GB	327.4 MB	55.1 MB
149	57/6d91b9	2373442	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (NA12399_M)	COMPLETED	0	2026-09-05 12:25:35.416	17m 27s	17m 26s	117.9%	17 GB	28.4 GB	21.2 GB	11.7 GB
188	20/056b65	2462063	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:CUSTOM_MULTIQCCUSTOMBIOTYPE (NA12814_M)	COMPLETED	0	2026-09-05 12:43:02.802	862ms	377ms	82.8%	2 MB	9.8 MB	91.9 MB	1.7 KB
164	19/33468d	2455866	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (NA12814_M)	COMPLETED	0	2026-09-05 12:40:18.318	4m 36s	4m 36s	101.4%	8.8 GB	9.7 GB	6.3 GB	646.8 KB
166	c0/432ac0	2460577	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (NA12814_M)	COMPLETED	0	2026-09-05 12:42:30.436	3m 3s	3m 2s	102.1%	1.4 GB	2.2 GB	6.4 GB	28.1 KB
162	6a/903fb7	2472551	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (NA12814_M)	COMPLETED	0	2026-09-05 12:45:33.181	2.2s	1.8s	219.3%	102 MB	942.5 MB	114.9 MB	676 B
190	51/d476b5	2462582	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_COMBINED (NA12399_M)	COMPLETED	0	2026-09-05 12:43:03.668	3m 50s	3m 50s	103.4%	4.2 GB	4.9 GB	11.4 GB	2.1 GB
168	f6/e0f3c5	2473006	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (NA12814_M)	COMPLETED	0	2026-09-05 12:45:35.384	2m 26s	2m 25s	102.4%	147.7 MB	994.5 MB	6.4 GB	72.2 MB
163	44/43d248	2469772	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (NA12814_M)	COMPLETED	0	2026-09-05 12:44:54.349	3m 27s	3m 26s	101.2%	1.7 GB	2.6 GB	7 GB	1.6 KB
171	f3/b8a474	2482825	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (NA12775_M)	COMPLETED	0	2026-09-05 12:48:01.064	2m 41s	2m 40s	160.7%	1.6 GB	1.9 GB	10.3 GB	1.3 GB
179	10/c29ef9	2484204	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (NA12775_M)	COMPLETED	0	2026-09-05 12:48:21.097	4m 54s	4m 53s	101.3%	8.7 GB	9.6 GB	6.8 GB	762.6 KB
183	c0/85aa4b	2489890	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (NA12775_M)	COMPLETED	0	2026-09-05 12:50:42.128	2m 58s	2m 57s	101.4%	48 MB	888.5 MB	6.8 GB	1.2 KB
185	b4/086078	2496850	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (NA12775_M)	COMPLETED	0	2026-09-05 12:53:39.815	2.4s	2s	215.0%	103 MB	943.6 MB	126.8 MB	676 B
182	49/43281a	2495551	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (NA12775_M)	COMPLETED	0	2026-09-05 12:53:14.620	36.2s	35.6s	108.9%	1.4 GB	2.3 GB	349.6 MB	51.1 MB
180	f4/20277b	2497302	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:SUBREAD_FEATURECOUNTS (NA12775_M)	COMPLETED	0	2026-09-05 12:53:42.220	1m 19s	1m 19s	167.9%	473.3 MB	1.4 GB	9.9 GB	90.8 MB
194	65/1f5fbd	2501152	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:CUSTOM_MULTIQCCUSTOMBIOTYPE (NA12775_M)	COMPLETED	0	2026-09-05 12:55:02.415	669ms	295ms	93.5%	2.8 MB	9.8 MB	91.9 MB	1.7 KB
181	3f/88a642	2500859	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:SAMTOOLS_SORT_QUALIMAP (NA12775_M)	COMPLETED	0	2026-09-05 12:55:01.406	1m 48s	1m 48s	536.3%	5.3 GB	6.6 GB	22 GB	23.8 GB
178	6f/69a078	2498451	NFCORE_RNASEQ:RNASEQ:BAM_QC_RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (NA12775_M)	COMPLETED	0	2026-09-05 12:53:50.776	3m 10s	3m 9s	101.9%	1.3 GB	2.1 GB	6.9 GB	28.1 KB
